Only_Coords_Specimens_CoordinateTableToPoint.OID,Only_Coords_Specimens_CoordinateTableToPoint.catalogNumber,Only_Coords_Specimens_CoordinateTableToPoint.class,Only_Coords_Specimens_CoordinateTableToPoint.order_,Only_Coords_Specimens_CoordinateTableToPoint.family,Only_Coords_Specimens_CoordinateTableToPoint.scientificName,Only_Coords_Specimens_CoordinateTableToPoint.taxonID,Only_Coords_Specimens_CoordinateTableToPoint.scientificNameAuthorship,Only_Coords_Specimens_CoordinateTableToPoint.genus,Only_Coords_Specimens_CoordinateTableToPoint.specificEpithet,Only_Coords_Specimens_CoordinateTableToPoint.infraspecificEpithet,Only_Coords_Specimens_CoordinateTableToPoint.taxonRank,Only_Coords_Specimens_CoordinateTableToPoint.identifiedBy,Only_Coords_Specimens_CoordinateTableToPoint.dateIdentified,Only_Coords_Specimens_CoordinateTableToPoint.collectedBy,Only_Coords_Specimens_CoordinateTableToPoint.recordNumber,Only_Coords_Specimens_CoordinateTableToPoint.eventDate,Only_Coords_Specimens_CoordinateTableToPoint.year,Only_Coords_Specimens_CoordinateTableToPoint.month,Only_Coords_Specimens_CoordinateTableToPoint.day,Only_Coords_Specimens_CoordinateTableToPoint.startDayOfYear,Only_Coords_Specimens_CoordinateTableToPoint.verbatimEventDate,Only_Coords_Specimens_CoordinateTableToPoint.occurrenceRemarks,Only_Coords_Specimens_CoordinateTableToPoint.habitat,Only_Coords_Specimens_CoordinateTableToPoint.informationWithheld,Only_Coords_Specimens_CoordinateTableToPoint.county,Only_Coords_Specimens_CoordinateTableToPoint.locality,Only_Coords_Specimens_CoordinateTableToPoint.decimalLatitude,Only_Coords_Specimens_CoordinateTableToPoint.decimalLongitude,Only_Coords_Specimens_CoordinateTableToPoint.geodeticDatum,Only_Coords_Specimens_CoordinateTableToPoint.coordinateUncertaintyInMeters,Only_Coords_Specimens_CoordinateTableToPoint.N_latitude,Only_Coords_Specimens_CoordinateTableToPoint.W_longitude,Only_Coords_Specimens_CoordinateTableToPoint.N_latitude_D,Only_Coords_Specimens_CoordinateTableToPoint.W_longitude_D,Only_Coords_Specimens_CoordinateTableToPoint.georeferenceProtocol,Only_Coords_Specimens_CoordinateTableToPoint.georeferenceSources,Only_Coords_Specimens_CoordinateTableToPoint.georeferenceRemarks,Only_Coords_Specimens_CoordinateTableToPoint.minimumElevationInMeters,Only_Coords_Specimens_CoordinateTableToPoint.verbatimElevation,Only_Coords_Specimens_CoordinateTableToPoint.month_fctr,Only_Coords_Specimens_CoordinateTableToPoint.recordedBy_og,Only_Coords_Specimens_CoordinateTableToPoint.coll_gr,Only_Coords_Specimens_CoordinateTableToPoint.DDLat,Only_Coords_Specimens_CoordinateTableToPoint.DDLon,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.OBJECTID,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.Join_Count,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.TARGET_FID,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.AREA,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.PERIMETER,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.TWPNW924_,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.TWPNW924_I,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.DTR,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.DIR,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.TWP,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.RNG,Only_Coords_Specimens_CoordinateTableToPoint_AddSpatialJoin.DIR_ALPHA
1705,SUWS012191,Equisetopsida,Fabales,Fabaceae,Lotus corniculatus,4132,L.,Lotus,corniculatus,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-16,1966,7,16,197,1966-07-16,,Sandy.,NA,Bayfield,White River,46.47814,-90.98825,NA,5401,46.478140 N, 90.988250 W,46.47814,-90.98825,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Barnard; Brashier,Brashier,46.47814,-90.98825,1705,1,1705,95223199.52,39041.8968,82,81,24605,2,46,5,W
1706,SUWS012195,Equisetopsida,Fabales,Fabaceae,Lupinus perennis var. occidentalis,6738,S.Watson,Lupinus,perennis,occidentalis,var.,"Cochrane, Theodore S.",3/1972,Romans,20c,1964-06-01,1964,6,1,153,1964-06-01,,"Dry, sandy, somewhat shaded roadside area.",NA,Burnett,Danbury. 3 miles S of Danbury near the jct. of Old 35 Rd. and State Hwy 35,45.96741,-92.36349,NA,150,45.967410 N, 92.363490 W,45.96741,-92.36349,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Romans,Romans,45.96741,-92.36349,1706,1,1706,84941706.54,36866.00186,219,218,24016,2,40,16,W
1707,SUWS012196,Equisetopsida,Fabales,Fabaceae,Lupinus perennis var. occidentalis,6738,S.Watson,Lupinus,perennis,occidentalis,var.,"Cochrane, Theodore S.",3/1972,Romans,20a,1964-06-01,1964,6,1,153,1964-06-01,,"Dry, sandy, somewhat shaded roadside area.",NA,Burnett,Danbury. 3 miles S of Danbury near the jct. of Old 35 Rd. and State Hwy 35,45.96741,-92.36349,NA,150,45.967410 N, 92.363490 W,45.96741,-92.36349,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Romans,Romans,45.96741,-92.36349,1707,1,1707,84941706.54,36866.00186,219,218,24016,2,40,16,W
1708,SUWS012204,Equisetopsida,Fabales,Fabaceae,Medicago lupulina,4212,L.,Medicago,lupulina,,,"Nee, M.",09Dec1971,Romans,37a,1964-06-03,1964,6,3,155,1964-06-03,,Near roadside picnic area on sandy railroad track embankment.,NA,Juneau,Wonewoc. 1 mile N of Wonewoc on State Hwy 82,43.66724,-90.22346,NA,1056,43.667240 N, 90.223460 W,43.66724,-90.22346,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Romans,Romans,43.66724,-90.22346,1708,1,1708,97119016.85,39420.80408,1303,1302,41402,4,14,2,E
1709,SUWS012205,Equisetopsida,Fabales,Fabaceae,Medicago lupulina,4212,L.,Medicago,lupulina,,,"Cochrane, Theodore S.",3/1972,Romans,37b,1964-06-03,1964,6,3,155,1964-06-03,,Near roadside picnic area on sandy railroad track embankment.,NA,Juneau,Wonewoc. 1 mile N of Wonewoc on State Hwy 82,43.66724,-90.22346,NA,1056,43.667240 N, 90.223460 W,43.66724,-90.22346,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Romans,Romans,43.66724,-90.22346,1709,1,1709,97119016.85,39420.80408,1303,1302,41402,4,14,2,E
1710,SUWS012212,Equisetopsida,Fabales,Fabaceae,Melilotus albus,4222,Medik.,Melilotus,albus,,,"Cochrane, Theodore S.",3/1972,Thoren,PL-1,1964-07-05,1964,7,5,187,1964-07-05,,Sandy soil.,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Thoren,Other Collectors,46.34228,-91.34901,1710,1,1710,92054397.66,38461.88047,97,96,24508,2,45,8,W
1711,SUWS012213,Equisetopsida,Fabales,Fabaceae,Melilotus albus,4222,Medik.,Melilotus,albus,,,"Cochrane, Theodore S.",3/1972,Romans,224a,1964-07-26,1964,7,26,208,1964-07-26,,Growing in ditch by roadside.,NA,Douglas,Superior. 2 miles S of Superior on Hwy 35,46.66803,-92.10374,NA,3149,46.668030 N, 92.103740 W,46.66803,-92.10374,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Romans,Romans,46.66803,-92.10374,1711,1,1711,93354961.12,38691.86308,41,40,24814,2,48,14,W
1712,SUWS012214,Equisetopsida,Fabales,Fabaceae,Melilotus albus,4222,Medik.,Melilotus,albus,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-06-16,1966,6,16,167,1966-06-16,,Sandy with some humus soil; low.,NA,Bayfield,Drummond. 3 miles S of Drummond on Hwy 27,46.29109,-91.2796,NA,2111,46.291090 N, 91.279600 W,46.29109,-91.2796,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Mackensen; Brashier,Brashier,46.29109,-91.2796,1712,1,1712,92875669.31,38567.01091,116,115,24407,2,44,7,W
1713,SUWS012215,Equisetopsida,Fabales,Fabaceae,Melilotus albus,4222,Medik.,Melilotus,albus,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1964-07-20,1964,7,20,202,1964-07-20,,Roadside.,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cherf; Brashier,Brashier,46.34228,-91.34901,1713,1,1713,92054397.66,38461.88047,97,96,24508,2,45,8,W
1714,SUWS012217,Equisetopsida,Fabales,Fabaceae,Melilotus albus,4222,Medik.,Melilotus,albus,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-04,1966,7,4,185,1966-07-04,,Roadside.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1714,1,1714,92054397.66,38461.88047,97,96,24508,2,45,8,W
1715,SUWS012218,Equisetopsida,Fabales,Fabaceae,Melilotus albus,4222,Medik.,Melilotus,albus,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-20,1966,7,20,201,1966-07-20,,Soil sandy and loose; cover sparse.,NA,Bayfield,2.5 miles SE of Pigeon Lake Camp on CTH A,46.33695,-91.29597,NA,1467,46.336950 N, 91.295970 W,46.33695,-91.29597,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cornell; Brashier,Brashier,46.33695,-91.29597,1715,1,1715,92482175.4,38459.07192,98,97,24507,2,45,7,W
1716,SUWS012221,Equisetopsida,Fabales,Fabaceae,Melilotus officinalis,4223,(L.) Lam.,Melilotus,officinalis,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-23,1966,7,23,204,1966-07-23,,"Roadside, dry, gravel and sand present, sparsely grassy.",NA,Bayfield,Drummond. 4 miles S of Drummond on Hwy 63,46.2778,-91.27891,NA,2517,46.277800 N, 91.278910 W,46.2778,-91.27891,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Holden; Brashier,Brashier,46.2778,-91.27891,1716,1,1716,92875669.31,38567.01091,116,115,24407,2,44,7,W
1717,SUWS012223,Equisetopsida,Fabales,Fabaceae,Melilotus officinalis,4223,(L.) Lam.,Melilotus,officinalis,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1964-07-15,1964,7,15,197,1964-07-15,,Roadside.,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cherf; Brashier,Brashier,46.34228,-91.34901,1717,1,1717,92054397.66,38461.88047,97,96,24508,2,45,8,W
1718,SUWS012224,Equisetopsida,Fabales,Fabaceae,Melilotus officinalis,4223,(L.) Lam.,Melilotus,officinalis,,,"Cochrane, Theodore S.",3/1972,Romans,49,1964-06-04,1964,6,4,156,1964-06-04,,Along roadside at top of hill in full sunlight; sandy soil.,NA,St. Croix,Somerset. Park on edge of the river [Apple River] within city limits on State Hwy 35,45.12547,-92.67195,NA,1500,45.125470 N, 92.671950 W,45.12547,-92.67195,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Romans,Romans,45.12547,-92.67195,1718,1,1718,90361499.59,38582.78109,600,599,23119,2,31,19,W
1719,SUWS012227,Equisetopsida,Fabales,Fabaceae,Melilotus officinalis,4223,(L.) Lam.,Melilotus,officinalis,,,"Cochrane, Theodore S.",3/1972,Thoren,PL-2,1964-07-05,1964,7,5,187,1964-07-05,,,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Thoren,Other Collectors,46.34228,-91.34901,1719,1,1719,92054397.66,38461.88047,97,96,24508,2,45,8,W
1720,SUWS012248,Equisetopsida,Fabales,Fabaceae,Trifolium aureum,5267,Pollich,Trifolium,aureum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-09,1966,7,9,190,1966-07-09,,Roadside with loose soil and dense grasses.,NA,Bayfield,Drummond. 3 miles E of Drummond on Hwy 63,46.34541,-91.1954,NA,1871,46.345410 N, 91.195400 W,46.34541,-91.1954,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Holden; Brashier,Brashier,46.34541,-91.1954,1720,1,1720,92482175.4,38459.07192,98,97,24507,2,45,7,W
1721,SUWS012249,Equisetopsida,Fabales,Fabaceae,Trifolium aureum,5267,Pollich,Trifolium,aureum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-16,1966,7,16,197,1966-07-16,,Sandy area.,NA,Bayfield,Cable,46.20801,-91.29213,NA,3036,46.208010 N, 91.292130 W,46.20801,-91.29213,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Barnard; Brashier,Brashier,46.20801,-91.29213,1721,1,1721,92243422.14,38490.94688,138,137,24307,2,43,7,W
1722,SUWS012250,Equisetopsida,Fabales,Fabaceae,Trifolium aureum,5267,Pollich,Trifolium,aureum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-11,1966,7,11,192,1966-07-11,,Near the lake shore.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1722,1,1722,92054397.66,38461.88047,97,96,24508,2,45,8,W
1723,SUWS012255,Equisetopsida,Fabales,Fabaceae,Trifolium aureum,5267,Pollich,Trifolium,aureum,,,"Cochrane, Theodore S.",3/1972,Grage,PL-142,1964-07-29,1964,7,29,211,1964-07-29,,Sandy open field.,NA,Bayfield,Grand View,46.36745,-91.10825,NA,7936,46.367450 N, 91.108250 W,46.36745,-91.10825,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Grage,Other Collectors,46.36745,-91.10825,1723,1,1723,92915910.87,38568.59635,99,98,24506,2,45,6,W
1724,SUWS012258,Equisetopsida,Fabales,Fabaceae,Trifolium hybridum,5270,L.,Trifolium,hybridum,,,"Nee, M.",08Jan1971,Brashier,s.n.,1966-07-10,1966,7,10,191,1966-07-10,,Near the shore of lake.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1724,1,1724,92054397.66,38461.88047,97,96,24508,2,45,8,W
1725,SUWS012261,Equisetopsida,Fabales,Fabaceae,Trifolium hybridum,5270,L.,Trifolium,hybridum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-21,1966,7,21,202,1966-07-21,,Along lake shore.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1725,1,1725,92054397.66,38461.88047,97,96,24508,2,45,8,W
1726,SUWS012264,Equisetopsida,Fabales,Fabaceae,Trifolium hybridum,5270,L.,Trifolium,hybridum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-11,1966,7,11,192,1966-07-11,,Grassy open roadside; sandy soil.,NA,Bayfield,Jct. of Pigeon Lake Road and CTH A,46.33861,-91.3236,NA,305,46.338610 N, 91.323600 W,46.33861,-91.3236,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cornell; Brashier,Brashier,46.33861,-91.3236,1726,1,1726,92054397.66,38461.88047,97,96,24508,2,45,8,W
1727,SUWS012265,Equisetopsida,Fabales,Fabaceae,Trifolium hybridum,5270,L.,Trifolium,hybridum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-12,1966,7,12,193,1966-07-12,,Meadow; tall grass and some shrubs.,NA,Bayfield,5 miles S of Pigeon Lake on Hwy 222,46.27036,-91.31794,NA,3142,46.270360 N, 91.317940 W,46.27036,-91.31794,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Holden; Brashier,Brashier,46.27036,-91.31794,1727,1,1727,92897959.65,38513.73335,115,114,24408,2,44,8,W
1728,SUWS012266,Equisetopsida,Fabales,Fabaceae,Trifolium hybridum,5270,L.,Trifolium,hybridum,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-15,1966,7,15,196,1966-07-15,,Along the lake shore.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1728,1,1728,92054397.66,38461.88047,97,96,24508,2,45,8,W
1729,SUWS012271,Equisetopsida,Fabales,Fabaceae,Trifolium pratense,5272,L.,Trifolium,pratense,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-12,1966,7,12,193,1966-07-12,,Meadow; tall grass in area.,NA,Bayfield,5 miles S of Pigeon Lake on Hwy 222,46.27036,-91.31794,NA,3142,46.270360 N, 91.317940 W,46.27036,-91.31794,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Holden; Brashier,Brashier,46.27036,-91.31794,1729,1,1729,92897959.65,38513.73335,115,114,24408,2,44,8,W
1730,SUWS012274,Equisetopsida,Fabales,Fabaceae,Trifolium pratense,5272,L.,Trifolium,pratense,,,"Cochrane, Theodore S.",3/1972,Romans,248c,1964-07-18,1964,7,18,200,1964-07-18,,Open hay field.,NA,Douglas,Superior. 3 miles S of Superior on Hwy 35 on the Ralph Law property,46.65497,-92.10442,NA,4161,46.654970 N, 92.104420 W,46.65497,-92.10442,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Romans,Romans,46.65497,-92.10442,1730,1,1730,93354961.12,38691.86308,41,40,24814,2,48,14,W
1731,SUWS012275,Equisetopsida,Fabales,Fabaceae,Trifolium pratense,5272,L.,Trifolium,pratense,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-09,1966,7,9,190,1966-07-09,,"An open meadow, surrounded by woods; soil sandy and firm.",NA,Bayfield,"Cable. 9.6 miles S of Drummond, 1 mile N of Blue Moon [N of Cable]",46.22249,-91.29213,NA,3653,46.222490 N, 91.292130 W,46.22249,-91.29213,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cornell; Brashier,Brashier,46.22249,-91.29213,1731,1,1731,92243422.14,38490.94688,138,137,24307,2,43,7,W
1732,SUWS012279,Equisetopsida,Fabales,Fabaceae,Trifolium pratense,5272,L.,Trifolium,pratense,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-17,1966,7,17,198,1966-07-17,,Roadside.,NA,Bayfield,Drummond. 0.5 mile W of Drummond on CTH A,46.33689,-91.27841,NA,2280,46.336890 N, 91.278410 W,46.33689,-91.27841,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Hjerleid; Brashier,Brashier,46.33689,-91.27841,1732,1,1732,92482175.4,38459.07192,98,97,24507,2,45,7,W
1733,SUWS012281,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Smith,PL-145,1964-06-25,1964,6,25,177,1964-06-25,,,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Smith,Other Collectors,46.34228,-91.34901,1733,1,1733,92054397.66,38461.88047,97,96,24508,2,45,8,W
1734,SUWS012282,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-15,1966,7,15,196,1966-07-15,,Sandy.,NA,Bayfield,Drummond,46.33689,-91.25797,NA,6377,46.336890 N, 91.257970 W,46.33689,-91.25797,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Barnard; Brashier,Brashier,46.33689,-91.25797,1734,1,1734,92482175.4,38459.07192,98,97,24507,2,45,7,W
1735,SUWS012284,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-15,1966,7,15,196,1966-07-15,,Near the lake shore.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1735,1,1735,92054397.66,38461.88047,97,96,24508,2,45,8,W
1736,SUWS012285,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Wassgren,PL-144,1964-06-30,1964,6,30,182,1964-06-30,,,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Wassgren,Other Collectors,46.34228,-91.34901,1736,1,1736,92054397.66,38461.88047,97,96,24508,2,45,8,W
1737,SUWS012286,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-09,1966,7,9,190,1966-07-09,,Roadside.,NA,Bayfield,Drummond. 1 mile W of Drummond on CTH A,46.33452,-91.28477,NA,1312,46.334520 N, 91.284770 W,46.33452,-91.28477,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Hjerleid; Brashier,Brashier,46.33452,-91.28477,1737,1,1737,92482175.4,38459.07192,98,97,24507,2,45,7,W
1738,SUWS012287,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-05,1966,7,5,186,1966-07-05,,Sandy bluff on pond.,NA,Eau Claire,S shore of Dells Pond,44.82634,-91.49106,NA,1034,44.826340 N, 91.491060 W,44.82634,-91.49106,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Mackensen; Brashier,Brashier,44.82634,-91.49106,1738,1,1738,91965552.57,38383.05907,809,808,22709,2,27,9,W
1739,SUWS012288,Equisetopsida,Fabales,Fabaceae,Trifolium repens,5273,L.,Trifolium,repens,,,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-10,1966,7,10,191,1966-07-10,,"Soil sandy and loose, surrounding area wooded.",NA,Bayfield,1 mile E of Pigeon Lake Camp on CTH A,46.33848,-91.32048,NA,2203,46.338480 N, 91.320480 W,46.33848,-91.32048,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cornell; Brashier,Brashier,46.33848,-91.32048,1739,1,1739,92054397.66,38461.88047,97,96,24508,2,45,8,W
1740,SUWS012295,Equisetopsida,Fabales,Fabaceae,Vicia americana subsp. americana,6938,,Vicia,americana,americana,subsp.,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-17,1966,7,17,198,1966-07-17,,Roadside.,NA,Bayfield,Pigeon Lake,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Collins; Brashier,Brashier,46.34228,-91.34901,1740,1,1740,92054397.66,38461.88047,97,96,24508,2,45,8,W
1741,SUWS012296,Equisetopsida,Fabales,Fabaceae,Vicia americana subsp. americana,6938,,Vicia,americana,americana,subsp.,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-19,1966,7,19,200,1966-07-19,,Sandy field near road.,NA,Bayfield,Drummond. 3 miles S of Drummond on Hwy 63,46.29109,-91.2796,NA,2111,46.291090 N, 91.279600 W,46.29109,-91.2796,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Hjerleid; Brashier,Brashier,46.29109,-91.2796,1741,1,1741,92875669.31,38567.01091,116,115,24407,2,44,7,W
1742,SUWS012297,Equisetopsida,Fabales,Fabaceae,Vicia americana subsp. americana,6938,,Vicia,americana,americana,subsp.,"Cochrane, Theodore S.",3/1972,Brashier,s.n.,1966-07-05,1966,7,5,186,1966-07-05,,Near roadside; soil sandy and loose; surrounding area dense woods.,NA,Bayfield,0.75 miles E of Pigeon Lake Camp,46.3418,-91.31268,NA,2283,46.341800 N, 91.312680 W,46.3418,-91.31268,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Cornell; Brashier,Brashier,46.3418,-91.31268,1742,1,1742,92054397.66,38461.88047,97,96,24508,2,45,8,W
1743,SUWS012304,Equisetopsida,Fabales,Fabaceae,Vicia villosa,5382,Roth,Vicia,villosa,,,"Cochrane, Theodore S.",3/1972,Romans,90b,1964-06-03,1964,6,3,155,1964-06-03,,On sandy railroad embankment.,NA,Juneau,Wonewoc. 1 mile N of Wonewoc on State Hwy 82 near roadside picnic area,43.66724,-90.22346,NA,1056,43.667240 N, 90.223460 W,43.66724,-90.22346,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,June,Brashier; Romans,Romans,43.66724,-90.22346,1743,1,1743,97119016.85,39420.80408,1303,1302,41402,4,14,2,E
1744,SUWS012323,Equisetopsida,Malvales,Thymelaeaceae,Dirca palustris,3423,L.,Dirca,palustris,,,,,Walvoord,PL-205,1964-07-23,1964,7,23,205,1964-07-23,,,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Walvoord,Other Collectors,46.34228,-91.34901,1744,1,1744,92054397.66,38461.88047,97,96,24508,2,45,8,W
1745,SUWS012324,Equisetopsida,Malvales,Thymelaeaceae,Dirca palustris,3423,L.,Dirca,palustris,,,,,Thoren,PL-206,1964-07-27,1964,7,27,209,1964-07-27,,,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Thoren,Other Collectors,46.34228,-91.34901,1745,1,1745,92054397.66,38461.88047,97,96,24508,2,45,8,W
1746,SUWS012325,Equisetopsida,Malvales,Thymelaeaceae,Dirca palustris,3423,L.,Dirca,palustris,,,,,Smith,PL-204,1964-07-22,1964,7,22,204,1964-07-22,,,NA,Bayfield,Pigeon Lake Field Station,46.34228,-91.34901,NA,2257,46.342280 N, 91.349010 W,46.34228,-91.34901,Georeferencing Quick Reference Guide 2012-10-02,Geolocate,,NA,,July,Brashier; Smith,Other Collectors,46.34228,-91.34901,1746,1,1746,92054397.66,38461.88047,97,96,24508,2,45,8,W
