"catalogNumber","county","recordedBy_primary","recordedBy_secondary","recordedBy_tertiary"
"SUWS014264","Polk","Brashier"," Romans",""
"SUWS014265","Douglas","Bruederle, Leo P.","",""
"SUWS014266","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS014276","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS014277","Douglas","Castle, R.","",""
"SUWS014278","Juneau","Brashier"," Romans",""
"SUWS014279","Douglas","Thomson, John W., Jr.","",""
"SUWS014280","Douglas","Anderson, Jason","",""
"SUWS014281","Bayfield","Koch, Rudy G.","",""
"SUWS014282","Bayfield","Koch, Rudy G.","",""
"SUWS014283","Bayfield","Hjerleid"," Brashier",""
"SUWS014284","Bayfield","Hjerleid"," Brashier",""
"SUWS014285","Bayfield","Cornell"," Brashier",""
"SUWS014287","Bayfield","Brashier"," Valaskey",""
"SUWS014288","Bayfield","Brashier"," Romans",""
"SUWS014289","Douglas","Olson, Patti","",""
"SUWS014290","Douglas","Castle, R.","",""
"SUWS014291","Douglas","Munich, Robert A.","",""
"SUWS014292","Bayfield","Brashier"," Romans",""
"SUWS014293","Juneau","Brashier"," Romans",""
"SUWS014294","Bayfield","Brashier"," Cherf",""
"SUWS014296","St. Croix","Brashier"," Romans",""
"SUWS014298","Dodge","Christian, John R.","",""
"SUWS014300","Douglas","Thomson, John W., Jr.","",""
"SUWS014301","Douglas","Castle, R.","",""
"SUWS014302","Douglas","Koch, Rudy G.","",""
"SUWS014303","Douglas","Castle, R.","",""
"SUWS014306","Douglas","Thomson, John W., Jr.","",""
"SUWS014307","Douglas","Thomson, John W., Jr.","",""
"SUWS014309","Douglas","Brashier"," Romans",""
"SUWS014310","Douglas","Brashier"," Romans",""
"SUWS014311","Douglas","Stackler, Susan","",""
"SUWS014316","Douglas","Stackler, Susan","",""
"SUWS014318","Douglas","Mendenhall, Paula M.","",""
"SUWS014319","Douglas","Thomson, John W., Jr.","",""
"SUWS014320","Douglas","Koch, Rudy G.","",""
"SUWS014323","Richland","Koch, Rudy G.","",""
"SUWS014325","Douglas","Koch, Rudy G.","",""
"SUWS014327","Douglas","Thomson, John W., Jr."," Jacobson, J. R.",""
"SUWS014328","Bayfield","Barnard"," Brashier",""
"SUWS014329","Bayfield","Brashier"," Grage",""
"SUWS014330","Bayfield","Brashier"," Romans",""
"SUWS014331","Burnett","Castle, R.","",""
"SUWS014332","Douglas","Dabydeen, Simon","",""
"SUWS014333","Douglas","Koch, Rudy G.","",""
"SUWS014334","Eau Claire","Mackensen"," Brashier",""
"SUWS014335","Bayfield","Severson, Bob","",""
"SUWS014336","Bayfield","Collins"," Brashier",""
"SUWS014337","Bayfield","Hjerleid"," Brashier",""
"SUWS014338","St. Croix","Holden"," Brashier",""
"SUWS014339","Bayfield","Brashier"," Parrish",""
"SUWS014340","Bayfield","Hjerleid"," Brashier",""
"SUWS014341","Bayfield","Cornell"," Brashier",""
"SUWS014342","Douglas","Thomson, John W., Jr.","",""
"SUWS014344","Kenosha","Salamun, Peter J.","",""
"SUWS014345","Douglas","Thomson, John W., Jr.","",""
"SUWS014346","Walworth","Thomson, John W., Jr.","",""
"SUWS014347","Douglas","Castle, R.","",""
"SUWS014348","Douglas","Brashier"," Romans",""
"SUWS014349","Douglas","Brashier"," Romans",""
"SUWS014350","Douglas","Tendrup, Lynn S.","",""
"SUWS014352","Douglas","Castle, R.","",""
"SUWS014353","Douglas","Thomson, John W., Jr.","",""
"SUWS014354","Douglas","Thomson, John W., Jr.","",""
"SUWS014355","Bayfield","Jolhaug, Mark K.","",""
"SUWS014358","Douglas","Thomson, John W., Jr.","",""
"SUWS014359","Douglas","Koch, Rudy G.","",""
"SUWS014360","Bayfield","Brashier"," Romans",""
"SUWS014362","Bayfield","Brashier"," Grage",""
"SUWS014363","Barron","Thomson, John W., Jr.","",""
"SUWS014364","Douglas","Ojanen, Joanne M.","",""
"SUWS014368","Burnett","Brashier"," Romans",""
"SUWS014369","Douglas","Thomson, John W., Jr.","",""
"SUWS014370","Bayfield","Heim, John A.","",""
"SUWS014372","Douglas","Castle, R.","",""
"SUWS014374","Douglas","Koch, Rudy G.","",""
"SUWS014376","Douglas","Thomson, John W., Jr.","",""
"SUWS014379","Iowa","Thomson, John W., Jr.","",""
"SUWS014381","Douglas","Thomson, John W., Jr.","",""
"SUWS014382","Douglas","Thomson, John W., Jr."," Fassett, Norman C.",""
"SUWS014385","Brown","Trick, Joel A.","",""
"SUWS014386","La Crosse","Konkel, Deborah","",""
"SUWS014387","Douglas","Castle, R.","",""
"SUWS014388","Bayfield","Thomson, John W., Jr.","",""
"SUWS014389","Bayfield","Anderson, Jason","",""
"SUWS014390","Douglas","Thomson, John W., Jr.","",""
"SUWS014391","Douglas","Thomson, John W., Jr.","",""
"SUWS014392","Douglas","Castle, R.","",""
"SUWS014393","Douglas","Brashier"," Romans",""
"SUWS014394","Douglas","Thomson, John W., Jr.","",""
"SUWS014397","Douglas","Ojanen, Joanne M.","",""
"SUWS014399","Douglas","Younger, Patti"," Bruederle, Leo P.",""
"SUWS014400","Douglas","Olson, Patti","",""
"SUWS014401","Douglas","Thomson, John W., Jr.","",""
"SUWS014402","Bayfield","Barnard"," Brashier",""
"SUWS014403","Douglas","Thomson, John W., Jr."," Smith, C. W.",""
"SUWS014405","Douglas","Dabydeen, Simon","",""
"SUWS014406","Douglas","Castle, R.","",""
"SUWS014407","Douglas","Kristiansen, Stein","",""
"SUWS014408","Douglas","Brost, Mike","",""
"SUWS014409","Douglas","Koch, Rudy G.","",""
"SUWS014410","Douglas","Castle, R.","",""
"SUWS014412","Douglas","Thomson, John W., Jr.","",""
"SUWS014414","Bayfield","Thomson, John W., Jr.","",""
"SUWS014415","Douglas","Thomson, John W., Jr.","",""
"SUWS014416","Douglas","Brashier"," Romans",""
"SUWS014417","Douglas","Ojanen, Joanne M.","",""
"SUWS014424","Douglas","Thomson, John W., Jr.","",""
"SUWS014425","Polk","Knuf, Phillip","",""
"SUWS014429","Polk","Brashier"," Romans",""
"SUWS014432","Douglas","Longenecker, Jean","",""
"SUWS014433","Douglas","Brashier"," Romans",""
"SUWS014434","Douglas","Castle, R.","",""
"SUWS014435","Douglas","Stackler, Susan","",""
"SUWS014436","Douglas","Hicks, James","",""
"SUWS014437","Douglas","Brashier"," Romans",""
"SUWS014439","Douglas","McGovern, Scott","",""
"SUWS014440","Douglas","Hansen, Perky","",""
"SUWS014441","Douglas","Hansen, Perky","",""
"SUWS014442","Douglas","Munich, Robert A.","",""
"SUWS014443","Douglas","Castle, R.","",""
"SUWS014444","Douglas","Munich, Robert A.","",""
"SUWS014445","Douglas","Anderson, Jeffrey A.","",""
"SUWS014446","Douglas","Heim, John A.","",""
"SUWS014447","Douglas","Smetak, Scott","",""
"SUWS014448","Douglas","Brost, Mike","",""
"SUWS014450","Douglas","Olson, Patti","",""
"SUWS014451","Douglas","Castle, R.","",""
"SUWS014452","Douglas","Brashier"," Romans",""
"SUWS014453","Douglas","Mendenhall, Paula M.","",""
"SUWS014454","Bayfield","Brashier"," Grage",""
"SUWS014455","Douglas","Thomson, John W., Jr.","",""
"SUWS014456","Douglas","Brashier"," Romans",""
"SUWS014457","Douglas","Anderson, D."," Castle, R.",""
"SUWS014458","Douglas","Castle, R.","",""
"SUWS014461","Walworth","Thomson, John W., Jr.","",""
"SUWS014490","Douglas","Goette, Lance","",""
"SUWS014491","Douglas","Gunaratna, Lasitha","",""
"SUWS014492","Douglas","Gunaratna, Lasitha","",""
"SUWS014494","Douglas","Gunaratna, Lasitha","",""
"SUWS014495","Douglas","Stack, Anne","",""
"SUWS014496","Douglas","Stack, Anne","",""
"SUWS014497","Douglas","Stack, Anne","",""
"SUWS014499","Douglas","Stack, Anne","",""
"SUWS014500","Douglas","Stack, Anne","",""
"SUWS014501","Douglas","Stack, Anne","",""
"SUWS014502","Douglas","Stack, Anne","",""
"SUWS014503","Douglas","Stack, Anne","",""
"SUWS014504","Douglas","Stack, Anne","",""
"SUWS014505","Douglas","Stack, Anne","",""
"SUWS014508","Douglas","Morris, Casey","",""
"SUWS014509","Douglas","Singhurst, Cary","",""
"SUWS014510","Douglas","Singhurst, Cary","",""
"SUWS014511","Douglas","Singhurst, Cary","",""
"SUWS014512","Douglas","Tanton, Corey","",""
"SUWS014513","Douglas","Tanton, Corey","",""
"SUWS014515","Douglas","Anderson, Derek S.","",""
"SUWS014516","Douglas","Anderson, Derek S.","",""
"SUWS014517","Polk","Anderson, Derek S.","",""
"SUWS014518","Polk","Anderson, Derek S.","",""
"SUWS014519","Polk","Anderson, Derek S.","",""
"SUWS014520","Polk","Anderson, Derek S.","",""
"SUWS014521","Douglas","Anderson, Derek S.","",""
"SUWS014522","Douglas","Anderson, Derek S.","",""
"SUWS014523","Douglas","Anderson, Derek S.","",""
"SUWS014524","Douglas","Tanton, Corey","",""
"SUWS014525","Douglas","Tanton, Corey","",""
"SUWS014526","Douglas","Tanton, Corey","",""
"SUWS014527","Douglas","Christiansen, Joy","",""
"SUWS014528","Douglas","Christiansen, Joy","",""
"SUWS014529","Douglas","Christiansen, Joy","",""
"SUWS014530","Douglas","Christiansen, Joy","",""
"SUWS014531","Douglas","Christiansen, Joy","",""
"SUWS014532","Douglas","Christiansen, Joy","",""
"SUWS014533","Douglas","Christiansen, Joy","",""
"SUWS014534","Douglas","Christiansen, Joy","",""
"SUWS014535","Douglas","Christiansen, Joy","",""
"SUWS014536","Douglas","Christiansen, Joy","",""
"SUWS014537","Douglas","Christiansen, Joy","",""
"SUWS014538","Douglas","Christiansen, Joy","",""
"SUWS014539","Douglas","Christiansen, Joy","",""
"SUWS014540","Douglas","Christiansen, Joy","",""
"SUWS014541","Douglas","Moullette, Elyse","",""
"SUWS014542","Douglas","Moullette, Elyse","",""
"SUWS014543","Douglas","Moullette, Elyse","",""
"SUWS014544","Douglas","Moullette, Elyse","",""
"SUWS014545","Douglas","Moullette, Elyse","",""
"SUWS014546","Douglas","Moullette, Elyse","",""
"SUWS014547","Douglas","Moullette, Elyse","",""
"SUWS014548","Walworth","Moullette, Elyse","",""
"SUWS014549","Douglas","Moullette, Elyse","",""
"SUWS014550","Douglas","Moullette, Elyse","",""
"SUWS014551","Douglas","Moullette, Elyse","",""
"SUWS014553","Douglas","Gervais, Tom","",""
"SUWS014554","Douglas","Gervais, Tom","",""
"SUWS014555","Douglas","Gervais, Tom","",""
"SUWS014556","Douglas","Gervais, Tom","",""
"SUWS014557","Douglas","Gervais, Tom","",""
"SUWS014558","Douglas","Gervais, Tom","",""
"SUWS014559","Douglas","Gervais, Tom","",""
"SUWS014560","Douglas","Gervais, Tom","",""
"SUWS014561","Douglas","Gervais, Tom","",""
"SUWS014562","Douglas","Gervais, Tom","",""
"SUWS014563","Douglas","Goette, Lance","",""
"SUWS014564","Douglas","Goette, Lance","",""
"SUWS014565","Douglas","Larson, Bradley B.","",""
"SUWS014566","Douglas","Larson, Bradley B.","",""
"SUWS014567","Douglas","Larson, Bradley B.","",""
"SUWS014568","Douglas","Larson, Bradley B.","",""
"SUWS014569","Douglas","Tanton, Corey","",""
"SUWS014570","Douglas","Tanton, Corey","",""
"SUWS014571","Douglas","Tanton, Corey","",""
"SUWS014572","Douglas","Tanton, Corey","",""
"SUWS014574","Douglas","Gunaratna, Lasitha","",""
"SUWS014575","Douglas","Gunaratna, Lasitha","",""
"SUWS014576","Douglas","Larson, Bradley B.","",""
"SUWS014577","Douglas","Larson, Bradley B.","",""
"SUWS014578","Douglas","Singhurst, Cary","",""
"SUWS014579","Douglas","Singhurst, Cary","",""
"SUWS014580","Douglas","Singhurst, Cary","",""
"SUWS014581","Douglas","Singhurst, Cary","",""
"SUWS014582","Oneida","Singhurst, Cary","",""
"SUWS014583","Oneida","Singhurst, Cary","",""
"SUWS014585","Douglas","Honermann, April","",""
"SUWS014588","Douglas","Gunaratna, Lasitha","",""
"SUWS014589","Douglas","Gunaratna, Lasitha","",""
"SUWS014591","Douglas","Larson, Bradley B.","",""
"SUWS014592","Douglas","Larson, Bradley B.","",""
"SUWS014593","Douglas","Gunaratna, Lasitha","",""
"SUWS014594","Douglas","Gunaratna, Lasitha","",""
"SUWS014597","Douglas","Gunaratna, Lasitha","",""
"SUWS014598","Douglas","Morris, Casey","",""
"SUWS014604","Douglas","Morris, Casey","",""
"SUWS014605","Douglas","Morris, Casey","",""
"SUWS014608","Douglas","Morris, Casey","",""
"SUWS014609","Douglas","Morris, Casey","",""
"SUWS014612","Douglas","Morris, Casey","",""
"SUWS014613","Douglas","Morris, Casey","",""
"SUWS014616","Douglas","Morris, Casey","",""
"SUWS014620","Douglas","Morris, Casey","",""
"SUWS014626","Douglas","Morris, Casey","",""
"SUWS014629","Douglas","Morris, Casey","",""
"SUWS014630","Douglas","Moullette, Elyse","",""
"SUWS014632","Douglas","Moullette, Elyse","",""
"SUWS014634","Douglas","Moullette, Elyse","",""
"SUWS014636","Douglas","Moullette, Elyse","",""
"SUWS014637","Douglas","Moullette, Elyse","",""
"SUWS014638","Douglas","Moullette, Elyse","",""
"SUWS014642","Douglas","Moullette, Elyse","",""
"SUWS014643","Douglas","Moullette, Elyse","",""
"SUWS014644","Douglas","Moullette, Elyse","",""
"SUWS014645","Douglas","Moullette, Elyse","",""
"SUWS014646","Douglas","Moullette, Elyse","",""
"SUWS014647","Douglas","Moullette, Elyse","",""
"SUWS014648","Douglas","Moullette, Elyse","",""
"SUWS014649","Douglas","Moullette, Elyse","",""
"SUWS014650","Douglas","Moullette, Elyse","",""
"SUWS014651","Douglas","Moullette, Elyse","",""
"SUWS014652","Douglas","Moullette, Elyse","",""
"SUWS014653","Douglas","Moullette, Elyse","",""
"SUWS014655","Douglas","Christiansen, Joy","",""
"SUWS014659","Douglas","Christiansen, Joy","",""
"SUWS014660","Douglas","Christiansen, Joy","",""
"SUWS014663","Douglas","Christiansen, Joy","",""
"SUWS014664","Douglas","Christiansen, Joy","",""
"SUWS014665","Douglas","Christiansen, Joy","",""
"SUWS014666","Douglas","Christiansen, Joy","",""
"SUWS014668","Douglas","Tanton, Corey","",""
"SUWS014669","Douglas","Tanton, Corey","",""
"SUWS014670","Douglas","Tanton, Corey","",""
"SUWS014671","Douglas","Tanton, Corey","",""
"SUWS014674","Douglas","Tanton, Corey","",""
"SUWS014677","Douglas","Goette, Lance","",""
"SUWS014679","Douglas","Goette, Lance","",""
"SUWS014682","Douglas","Goette, Lance","",""
"SUWS014683","Douglas","Goette, Lance","",""
"SUWS014684","Douglas","Goette, Lance","",""
"SUWS014685","Douglas","Goette, Lance","",""
"SUWS014686","Douglas","Goette, Lance","",""
"SUWS014687","Douglas","Goette, Lance","",""
"SUWS014688","Douglas","Goette, Lance","",""
"SUWS014689","Douglas","Goette, Lance","",""
"SUWS014690","Douglas","Goette, Lance","",""
"SUWS014691","Douglas","Goette, Lance","",""
"SUWS014692","Douglas","Goette, Lance","",""
"SUWS014693","Douglas","Goette, Lance","",""
"SUWS014695","Douglas","Goette, Lance","",""
"SUWS014698","Douglas","Goette, Lance","",""
"SUWS014699","Douglas","Goette, Lance","",""
"SUWS014700","Douglas","Goette, Lance","",""
"SUWS014704","Douglas","Gervais, Tom","",""
"SUWS014705","Douglas","Gervais, Tom","",""
"SUWS014706","Douglas","Gervais, Tom","",""
"SUWS014707","Douglas","Gervais, Tom","",""
"SUWS014708","Douglas","Gervais, Tom","",""
"SUWS014712","Douglas","Gervais, Tom","",""
"SUWS014714","Douglas","Gervais, Tom","",""
"SUWS014715","Douglas","Gervais, Tom","",""
"SUWS014735","Douglas","Honermann, April","",""
"SUWS014744","Douglas","Larson, Bradley B.","",""
"SUWS014745","Douglas","Larson, Bradley B.","",""
"SUWS014746","Douglas","Larson, Bradley B.","",""
"SUWS014747","Douglas","Larson, Bradley B.","",""
"SUWS014748","Douglas","Larson, Bradley B.","",""
"SUWS014749","Douglas","Larson, Bradley B.","",""
"SUWS014750","Douglas","Larson, Bradley B.","",""
"SUWS014752","Douglas","Larson, Bradley B.","",""
"SUWS014753","Douglas","Larson, Bradley B.","",""
"SUWS014755","Douglas","Larson, Bradley B.","",""
"SUWS014756","Douglas","Larson, Bradley B.","",""
"SUWS014757","Douglas","Larson, Bradley B.","",""
"SUWS014760","Douglas","Larson, Bradley B.","",""
"SUWS014761","Douglas","Larson, Bradley B.","",""
"SUWS014762","Barron","Larson, Bradley B.","",""
"SUWS014763","Barron","Larson, Bradley B.","",""
"SUWS014764","Barron","Larson, Bradley B.","",""
"SUWS014765","Barron","Larson, Bradley B.","",""
"SUWS014767","Barron","Larson, Bradley B.","",""
"SUWS014768","Barron","Larson, Bradley B.","",""
"SUWS014769","Barron","Larson, Bradley B.","",""
"SUWS014770","Douglas","Anderson, Derek S.","",""
"SUWS014771","Douglas","Anderson, Derek S.","",""
"SUWS014772","Douglas","Anderson, Derek S."," Davidson, Donald W.",""
"SUWS014773","Douglas","Anderson, Derek S.","",""
"SUWS014774","Douglas","Anderson, Derek S.","",""
"SUWS014775","Douglas","Larson, Bradley B.","",""
"SUWS014776","Douglas","Anderson, Derek S.","",""
"SUWS014777","Douglas","Anderson, Derek S.","",""
"SUWS014778","Douglas","Anderson, Derek S.","",""
"SUWS014779","Douglas","Anderson, Derek S.","",""
"SUWS014780","Douglas","Anderson, Derek S.","",""
"SUWS014781","Douglas","Anderson, Derek S.","",""
"SUWS014782","Douglas","Anderson, Derek S.","",""
"SUWS014783","Douglas","Anderson, Derek S.","",""
"SUWS014784","Douglas","Anderson, Derek S.","",""
"SUWS014786","Douglas","Anderson, Derek S.","",""
"SUWS014787","Douglas","Anderson, Derek S.","",""
"SUWS014788","Douglas","Anderson, Derek S.","",""
"SUWS014789","Douglas","Anderson, Derek S.","",""
"SUWS014791","Douglas","Anderson, Derek S.","",""
"SUWS014792","Douglas","Anderson, Derek S.","",""
"SUWS014793","Douglas","Anderson, Derek S.","",""
"SUWS014796","Polk","Anderson, Derek S.","",""
"SUWS014797","Polk","Anderson, Derek S.","",""
"SUWS014799","Polk","Anderson, Derek S.","",""
"SUWS014800","Polk","Anderson, Derek S.","",""
"SUWS014801","Polk","Anderson, Derek S.","",""
"SUWS014802","Polk","Anderson, Derek S.","",""
"SUWS014803","Polk","Anderson, Derek S.","",""
"SUWS014808","Ashland","Anderson, Derek S.","",""
"SUWS014809","Ashland","Anderson, Derek S.","",""
"SUWS014810","Polk","Anderson, Derek S.","",""
"SUWS014814","Douglas","Christiansen, Joy","",""
"SUWS014815","Douglas","Christiansen, Joy","",""
"SUWS014816","Douglas","Christiansen, Joy","",""
"SUWS014817","Douglas","Christiansen, Joy","",""
"SUWS014818","Douglas","Christiansen, Joy","",""
"SUWS014819","Douglas","Christiansen, Joy","",""
"SUWS014821","Douglas","Christiansen, Joy","",""
"SUWS014823","Douglas","Stack, Anne","",""
"SUWS014825","Douglas","Stack, Anne","",""
"SUWS014826","Douglas","Stack, Anne","",""
"SUWS014827","Douglas","Stack, Anne","",""
"SUWS014828","Douglas","Stack, Anne","",""
"SUWS014829","Douglas","Stack, Anne","",""
"SUWS014830","Douglas","Stack, Anne","",""
"SUWS014831","Douglas","Stack, Anne","",""
"SUWS014833","Douglas","Stack, Anne","",""
"SUWS014834","Douglas","Stack, Anne","",""
"SUWS014835","Douglas","Stack, Anne","",""
"SUWS014836","Douglas","Stack, Anne","",""
"SUWS014837","Douglas","Stack, Anne","",""
"SUWS014838","Douglas","Stack, Anne","",""
"SUWS014839","Douglas","Stack, Anne","",""
"SUWS014840","Douglas","Stack, Anne","",""
"SUWS014841","Douglas","Stack, Anne","",""
"SUWS014842","Douglas","Stack, Anne","",""
"SUWS014843","Douglas","Stack, Anne","",""
"SUWS014844","Douglas","Stack, Anne","",""
"SUWS014845","Douglas","Stack, Anne","",""
"SUWS014846","Douglas","Stack, Anne","",""
"SUWS014849","Polk","Anderson, Derek S.","",""
"SUWS014850","Polk","Anderson, Derek S.","",""
"SUWS014851","Polk","Anderson, Derek S.","",""
"SUWS014852","Polk","Anderson, Derek S.","",""
"SUWS014853","Polk","Anderson, Derek S.","",""
"SUWS014854","Polk","Anderson, Derek S.","",""
"SUWS014855","Polk","Anderson, Derek S.","",""
"SUWS014856","Polk","Anderson, Derek S.","",""
"SUWS014857","Polk","Anderson, Derek S.","",""
"SUWS014858","Polk","Anderson, Derek S.","",""
"SUWS014859","Polk","Anderson, Derek S.","",""
"SUWS014860","Polk","Anderson, Derek S.","",""
"SUWS014861","Polk","Anderson, Derek S.","",""
"SUWS014862","Polk","Anderson, Derek S.","",""
"SUWS014863","Polk","Anderson, Derek S.","",""
"SUWS014864","Polk","Anderson, Derek S.","",""
"SUWS014865","Polk","Anderson, Derek S.","",""
"SUWS014866","Polk","Anderson, Derek S.","",""
"SUWS014867","Polk","Anderson, Derek S.","",""
"SUWS014868","Polk","Anderson, Derek S.","",""
"SUWS014869","Polk","Anderson, Derek S.","",""
"SUWS014870","Polk","Anderson, Derek S.","",""
"SUWS014871","Polk","Anderson, Derek S.","",""
"SUWS014872","Polk","Anderson, Derek S.","",""
"SUWS014873","Polk","Anderson, Derek S.","",""
"SUWS014874","Polk","Anderson, Derek S.","",""
"SUWS014875","Polk","Anderson, Derek S.","",""
"SUWS014876","Polk","Anderson, Derek S.","",""
"SUWS014877","Polk","Anderson, Derek S.","",""
"SUWS014878","Polk","Anderson, Derek S.","",""
"SUWS014879","Polk","Anderson, Derek S.","",""
"SUWS014880","Polk","Anderson, Derek S.","",""
"SUWS014881","Polk","Anderson, Derek S.","",""
"SUWS014882","Polk","Anderson, Derek S.","",""
"SUWS014883","Polk","Anderson, Derek S.","",""
"SUWS014884","Polk","Anderson, Derek S.","",""
"SUWS014886","Polk","Anderson, Derek S.","",""
"SUWS014888","Polk","Anderson, Derek S.","",""
"SUWS014889","Polk","Anderson, Derek S.","",""
"SUWS014890","Polk","Anderson, Derek S.","",""
"SUWS014891","Polk","Anderson, Derek S.","",""
